Date,Open,High,Low,Close,VWAP,Volume,Amount,TurnoverRate,MarketCap,PE,PB,PS,DividendYield,Beta,Volatility,FairValue,Mispricing
2020-01-02,1.8779,2.0744,1.8683,2.0631,1.9709,7.44,14.67,0.02669,774.82,4.07,0.084,0.65,0.00421,0.74,0.2722,9.4445,-0.7816
2020-01-03,2.0431,2.2874,2.0211,2.2694,2.1553,6.05,13.03,0.02168,852.31,5.03,0.09,0.715,0.04868,0.74,0.338,8.4363,-0.731
2020-01-06,2.2912,2.5732,2.2544,2.4964,2.4038,9.42,22.66,0.0338,937.54,6.02,0.098,0.786,0.02958,0.74,0.4005,7.7745,-0.6789
2020-01-07,2.5344,2.7794,2.5128,2.746,2.6432,5.05,13.34,0.0181,1031.29,7.04,0.106,0.864,0.00425,0.74,0.4598,7.3196,-0.6248
2020-01-08,2.7609,3.0625,2.7304,3.0206,2.8936,5.4,15.64,0.01938,1134.42,8.1,0.115,0.951,0.01069,0.74,0.5162,7.0162,-0.5695
2020-01-09,3.0461,3.3653,2.9749,3.3227,3.1772,4.76,15.11,0.01706,1247.86,9.15,0.125,1.048,0.04626,0.74,0.5698,6.8413,-0.5143
2020-01-10,3.2868,3.7622,3.1981,3.6549,3.4755,6.8,23.65,0.0244,1372.65,10.23,0.135,1.155,0.00931,0.74,0.6206,6.7351,-0.4573
2020-01-13,3.6209,4.1322,3.5398,4.0204,3.8283,6.9,26.4,0.02473,1509.91,11.36,0.147,1.273,0.04395,0.74,0.669,6.6813,-0.3983
2020-01-14,3.9406,4.6074,3.8537,4.4225,4.2061,7.39,31.09,0.02651,1660.91,12.52,0.159,1.403,0.02613,0.74,0.7149,6.6708,-0.337
2020-01-15,4.466,5.1143,4.2567,4.8647,4.6754,7.38,34.49,0.02646,1827,13.81,0.173,1.548,0.00778,0.74,0.7585,6.6579,-0.2693
2020-01-16,4.9193,5.4898,4.6395,5.3512,5.0999,17.71,90.3,0.0635,2009.7,15.22,0.188,1.706,0.02737,0.74,0.8,6.6461,-0.1948
2020-01-17,5.1995,6.0169,4.8326,5.8863,5.4838,7.61,41.74,0.02729,2210.66,16.73,0.204,1.875,0.01249,0.74,0.8393,6.6522,-0.1151
2020-01-20,5.6653,6.7502,5.4813,6.4749,6.0929,4.75,28.97,0.01705,2431.73,18.4,0.222,2.061,0.00863,0.74,0.8768,6.6564,-0.0273
2020-01-21,6.7105,6.8757,6.0831,6.2783,6.4869,11.28,73.19,0.04046,2357.9,17.83,0.213,1.998,0.04045,0.74,0.857,6.6585,-0.0571
2020-01-22,6.4453,6.7165,5.9176,6.5525,6.408,4.73,30.34,0.01698,2460.87,18.58,0.219,2.082,0.04554,0.74,0.8488,6.6276,-0.0113
2020-01-23,6.3568,6.6903,6.199,6.6051,6.4628,6.29,40.66,0.02256,2480.61,18.65,0.219,2.089,0.02466,0.74,0.8127,6.6447,-0.006
2020-01-24,6.5032,6.6589,6.0727,6.2907,6.3814,5.23,33.38,0.01876,2362.56,17.78,0.206,1.992,0.01085,0.74,0.8099,6.6143,-0.0489
2020-01-27,6.3422,6.5803,6.1739,6.5154,6.4029,6.54,41.9,0.02347,2446.93,18.45,0.211,2.067,0.0261,0.74,0.7977,6.5645,-0.0075
2020-01-28,6.5491,6.7943,6.2975,6.5506,6.5479,8.27,54.12,0.02964,2460.14,18.62,0.21,2.087,0.01469,0.74,0.7621,6.5315,0.0029
2020-01-29,6.5683,7.0888,6.4487,6.9483,6.7635,8.11,54.88,0.0291,2609.53,19.77,0.22,2.215,0.01157,0.74,0.7722,6.5118,0.067
2020-01-30,6.6455,6.8356,6.1515,6.2535,6.4715,8.11,52.46,0.02907,2348.58,17.78,0.196,1.992,0.04221,0.74,0.813,6.5197,-0.0408
2020-01-31,6.0519,7.0368,5.886,6.7739,6.4372,7.31,47.06,0.02622,2544.02,19.28,0.21,2.16,0.0018,0.74,0.8384,6.4663,0.0476
2020-02-03,6.6184,6.944,6.0942,6.5388,6.5488,5.37,35.15,0.01925,2455.72,18.63,0.2,2.088,0.03849,0.74,0.824,6.4751,0.0098
2020-02-04,6.5943,6.7216,6.1919,6.3338,6.4604,5.25,33.92,0.01883,2378.75,18.05,0.192,2.023,0.00175,0.74,0.8077,6.4501,-0.018
2020-02-05,6.3623,6.7029,6.1964,6.4497,6.4278,5.23,33.61,0.01875,2422.27,18.38,0.193,2.06,0.03256,0.74,0.7818,6.4301,0.0031
2020-02-06,6.5365,6.8275,6.083,6.4511,6.4745,6.76,43.77,0.02424,2422.78,18.42,0.191,2.064,0.01945,0.74,0.7429,6.4174,0.0052
2020-02-07,6.4119,7.1026,6.3034,6.8998,6.6794,17.56,117.31,0.06298,2591.3,19.76,0.202,2.214,0.03936,0.74,0.761,6.3896,0.0799
2020-02-10,6.8744,7.1217,6.6491,7.0068,6.913,8.85,61.16,0.03173,2631.51,20.11,0.204,2.254,0.01511,0.74,0.7352,6.3887,0.0968
2020-02-11,6.9013,7.0398,6.1167,6.3062,6.591,5.82,38.33,0.02086,2368.36,18.1,0.181,2.029,0.03766,0.74,0.7778,6.3818,-0.0118
