Date,Open,High,Low,Close,VWAP,Volume,Amount,TurnoverRate,MarketCap,PE,PB,PS,DividendYield,Beta,Volatility,FairValue,Mispricing
2020-01-02,99.1645,99.8488,87.3926,89.3,93.9265,0.73,68.67,0.01571,8161.24,35.73,1.372,6.344,0.03708,1.02,0.4242,43.8995,1.0342
2020-01-03,89.3663,89.714,79.8736,80.37,84.831,0.63,53.82,0.01363,7345.11,30.55,1.187,5.726,0.04639,1.02,0.4824,46.2602,0.7373
2020-01-06,79.93,80.8027,71.6454,72.333,76.1778,0.59,44.93,0.01267,6610.6,26.37,1.026,5.156,0.00475,1.02,0.5376,48.2786,0.4982
2020-01-07,71.808,73.9007,64.3657,65.0997,68.7935,0.7,47.96,0.01497,5949.54,22.81,0.888,4.642,0.00967,1.02,0.5901,50.263,0.2952
2020-01-08,63.8957,64.7235,56.1067,58.5897,60.8289,0.67,40.66,0.01436,5354.59,19.91,0.768,4.183,0.00256,1.02,0.64,51.8954,0.129
2020-01-09,58.69,59.4315,50.7805,52.7871,55.4223,0.58,32.27,0.01251,4824.28,17.55,0.666,3.785,0.03696,1.02,0.6866,53.083,-0.0056
2020-01-10,53.6781,54.4234,49.7414,52.463,52.5765,0.72,37.83,0.01546,4794.66,17.06,0.637,3.757,0.04018,1.02,0.6571,54.3227,-0.0342
2020-01-13,51.9622,58.9232,51.2202,57.2526,54.8396,1.06,58.17,0.02279,5232.39,18.3,0.67,4.106,0.03947,1.02,0.6968,55.3118,0.0351
2020-01-14,58.4879,60.8058,56.8642,59.871,59.0072,1.04,61.24,0.02229,5471.68,18.9,0.675,4.295,0.03728,1.02,0.6982,56.0624,0.0679
2020-01-15,60.6362,63.8665,52.4704,55.0161,57.9973,0.48,27.91,0.01034,5027.99,17.29,0.599,3.97,0.00322,1.02,0.7277,56.3714,-0.024
2020-01-16,54.3001,55.6,49.8261,51.028,52.6885,0.97,51,0.02079,4663.51,15.89,0.537,3.684,0.00493,1.02,0.7488,56.9354,-0.1038
2020-01-17,50.872,57.6705,49.507,56.1308,53.5451,0.99,52.82,0.02119,5129.86,17.34,0.571,4.049,0.02652,1.02,0.7908,57.4612,-0.0232
2020-01-20,53.9532,55.2096,53.0637,53.5511,53.9444,0.81,43.82,0.01745,4894.1,16.48,0.527,3.874,0.03174,1.02,0.7877,57.7315,-0.0724
2020-01-21,54.1239,60.0958,51.7679,57.4814,55.8672,1.06,58.98,0.02268,5253.3,17.59,0.548,4.156,0.02114,1.02,0.8066,58.1196,-0.011
2020-01-22,56.2345,58.7929,50.5743,53.6613,54.8158,0.67,36.69,0.01438,4904.17,16.36,0.497,3.884,0.02858,1.02,0.819,58.3604,-0.0805
2020-01-23,50.7102,59.26,47.0625,57.2079,53.5601,0.65,35.06,0.01406,5228.3,17.42,0.514,4.146,0.00508,1.02,0.8305,58.5078,-0.0222
2020-01-24,60.5037,61.6301,48.1216,52.0428,55.5745,0.84,46.64,0.01803,4756.25,15.85,0.454,3.782,0.00751,1.02,0.8606,58.5468,-0.1111
2020-01-27,53.9535,57.9068,52.2812,57.2471,55.3471,0.76,41.81,0.01623,5231.88,17.39,0.485,4.161,0.04093,1.02,0.897,58.7305,-0.0253
2020-01-28,57.5969,61.2719,55.157,58.8879,58.2284,0.83,48.61,0.01793,5381.84,17.89,0.486,4.286,0.03488,1.02,0.8749,58.824,0.0011
2020-01-29,60.4802,62.7482,53.6344,55.941,58.2009,0.56,32.63,0.01204,5112.52,16.95,0.449,4.066,0.0143,1.02,0.8709,59.1342,-0.054
2020-01-30,54.252,58.4197,51.359,56.5205,55.1378,0.53,29.19,0.01137,5165.48,17.17,0.442,4.126,0.03723,1.02,0.8355,58.9175,-0.0407
2020-01-31,55.0112,63.3121,54.2694,62.1726,58.6913,1.18,69.28,0.02536,5682.03,18.91,0.474,4.547,0.01319,1.02,0.8731,58.9151,0.0553
2020-02-03,62.1085,62.9384,58.0594,59.1858,60.573,0.98,59.5,0.0211,5409.06,18.1,0.44,4.355,0.01427,1.02,0.8676,58.8917,0.005
2020-02-04,57.1498,60.9852,55.312,58.2955,57.9356,2.31,133.96,0.04967,5327.7,17.8,0.423,4.283,0.04126,1.02,0.8362,58.8597,-0.0096
2020-02-05,60.0424,62.9621,51.3434,53.2482,56.899,0.79,44.69,0.01687,4866.42,16.3,0.378,3.923,0.02452,1.02,0.8631,58.6848,-0.0926
2020-02-06,52.639,57.2015,50.9519,55.5108,54.0758,0.63,34.09,0.01354,5073.2,17.05,0.385,4.103,0.00616,1.02,0.8536,58.4855,-0.0509
2020-02-07,55.6067,57.482,54.5403,55.9234,55.8881,0.77,42.94,0.01651,5110.91,17.19,0.379,4.136,0.04986,1.02,0.8169,58.4817,-0.0437
2020-02-10,55.8863,58.2823,53.7249,55.2103,55.7759,0.69,38.47,0.01482,5045.74,17,0.366,4.09,0.01597,1.02,0.7861,58.4136,-0.0548
2020-02-11,55.1428,59.9514,52.1618,58.7362,56.498,0.71,40.24,0.0153,5367.97,18.14,0.382,4.365,0.00844,1.02,0.7975,58.2712,0.008
2020-02-12,57.1754,59.6495,56.1973,58.5611,57.8958,0.56,32.18,0.01194,5351.97,18.08,0.373,4.35,0.03221,1.02,0.76,58.4646,0.0017
2020-02-13,57.0081,57.6284,53.4158,54.1615,55.5535,0.77,42.5,0.01643,4949.89,16.77,0.338,4.034,0.01177,1.02,0.7816,58.3328,-0.0715
2020-02-14,54.2683,59.6878,50.9795,55.9403,55.219,0.56,31.14,0.01211,5112.45,17.35,0.342,4.174,0.01026,1.02,0.7686,58.1604,-0.0382
2020-02-17,54.7528,58.9513,51.3599,56.6922,55.439,0.55,30.43,0.01179,5181.17,17.57,0.34,4.227,0.02619,1.02,0.7409,58.2424,-0.0266
2020-02-18,58.532,60.2824,57.9212,59.2011,58.9842,0.97,57.17,0.02082,5410.46,18.38,0.348,4.422,0.03789,1.02,0.7389,58.2078,0.0171
