Date,Open,High,Low,Close,VWAP,Volume,Amount,TurnoverRate,MarketCap,PE,PB,PS,DividendYield,Beta,Volatility,FairValue,Mispricing
2020-01-02,153.4209,155.1244,135.6562,137.3038,145.3763,1.11,161.33,0.01771,11416.27,18.36,3.292,2.852,0.04729,1.06,0.3178,131.3309,0.0455
2020-01-03,137.7766,139.8243,129.4391,133.3649,135.1012,1,134.89,0.01593,11088.77,16.77,2.686,2.771,0.02743,1.06,0.3247,139.7927,-0.046
2020-01-06,134.6095,138.066,132.1893,136.134,135.2497,1.45,195.86,0.02311,11319.01,16.32,2.347,2.829,0.01857,1.06,0.3249,146.7585,-0.0724
2020-01-07,136.0928,152.7839,132.8867,149.7474,142.8777,1.14,162.49,0.01815,12450.91,17.16,2.244,3.109,0.01462,1.06,0.3881,153.737,-0.026
2020-01-08,148.1636,163.8652,142.9824,160.5254,153.8842,1.28,197.05,0.02043,13347.06,17.74,2.119,3.334,0.00999,1.06,0.4258,159.7822,0.0047
2020-01-09,163.488,166.48,152.6173,157.6515,160.0592,1.14,182.35,0.01818,13108.11,16.96,1.853,3.281,0.00426,1.06,0.4187,164.8065,-0.0434
2020-01-10,160.7698,177.7048,157.6262,171.687,166.9469,1.95,326.26,0.03118,14275.1,18.08,1.816,3.579,0.04556,1.06,0.4684,168.3197,0.02
2020-01-13,170.2051,177.17,167.3855,174.7524,172.3783,1.85,318.19,0.02945,14529.98,18.02,1.676,3.641,0.02476,1.06,0.4592,172.692,0.0119
2020-01-14,172.0457,178.3279,167.1707,173.1884,172.6832,1.25,215.92,0.01995,14399.94,17.6,1.518,3.608,0.04521,1.06,0.4433,175.325,-0.0122
2020-01-15,176.1199,178.1131,171.0171,175.1545,175.1012,1.04,181.31,0.01652,14563.41,17.57,1.412,3.643,0.0364,1.06,0.4302,177.5885,-0.0137
2020-01-16,173.4579,178.2189,170.1048,171.9797,173.4403,1.51,262.23,0.02412,14299.44,17.1,1.282,3.582,0.00857,1.06,0.4231,179.3082,-0.0409
2020-01-17,169.9023,178.9984,167.9786,177.7641,173.6609,1.08,186.73,0.01716,14780.39,17.54,1.232,3.706,0.02996,1.06,0.4286,180.5293,-0.0153
2020-01-20,177.6463,180.5369,175.8388,178.4917,178.1284,1.34,238.13,0.02133,14840.89,17.45,1.155,3.714,0.02195,1.06,0.4104,182.5409,-0.0222
