Date,Open,High,Low,Close,VWAP,Volume,Amount,TurnoverRate,MarketCap,PE,PB,PS,DividendYield,Beta,Volatility,FairValue,Mispricing
2020-01-02,101.2321,101.8807,91.2121,91.4047,96.4324,6.7,646.54,0.02428,32609.75,44.14,4.309,7.087,0.00974,1.35,0.257,41.977,1.1775
2020-01-03,91.2667,91.6548,82.0998,82.2642,86.8214,4.95,429.71,0.01792,29348.77,37.53,3.515,6.384,0.03372,1.35,0.3235,44.0887,0.8659
2020-01-06,82.1807,83.6926,73.0646,74.0378,78.244,5.31,415.58,0.01923,26413.89,32.07,2.879,5.756,0.03918,1.35,0.3867,46.0833,0.6066
2020-01-07,74.577,75.8613,65.4039,66.634,70.6191,4.55,321.63,0.01649,23772.5,27.69,2.37,5.193,0.04646,1.35,0.4468,47.6802,0.3975
2020-01-08,67.4626,68.5753,59.5774,59.9706,63.8965,6.39,408.13,0.02313,21395.25,24.04,1.959,4.676,0.02102,1.35,0.5038,49.0779,0.2219
2020-01-09,60.4748,60.8987,53.5627,53.9736,57.2275,5.35,305.94,0.01936,19255.73,21,1.627,4.199,0.00454,1.35,0.558,50.2436,0.0742
2020-01-10,55.4853,56.2061,54.6932,55.0819,55.3666,7.27,402.41,0.02632,19651.14,20.92,1.538,4.295,0.00306,1.35,0.5464,51.1404,0.0771
2020-01-13,55.1084,56.3754,51.3441,52.9679,53.949,5.67,306.03,0.02054,18896.96,19.75,1.376,4.138,0.01787,1.35,0.5495,51.7613,0.0233
2020-01-14,51.9285,52.5659,49.2648,49.824,50.8958,7.12,362.49,0.02579,17775.32,18.31,1.209,3.895,0.03428,1.35,0.5692,52.2224,-0.0459
2020-01-15,49.7231,50.6386,49.0767,50.3202,49.9397,6.09,304.16,0.02206,17952.35,18.29,1.144,3.939,0.02541,1.35,0.5486,52.5188,-0.0419
2020-01-16,49.1907,50.1094,44.846,45.4371,47.3958,14.75,699.13,0.05342,16210.23,16.3,0.972,3.541,0.01065,1.35,0.5982,52.9403,-0.1417
2020-01-17,45.9449,51.0862,44.7323,49.9808,47.936,6.81,326.35,0.02465,17831.25,17.81,1.008,3.899,0.04115,1.35,0.6477,53.0342,-0.0576
2020-01-20,50.0076,56.063,49.3134,54.6547,52.5097,7.19,377.7,0.02605,19498.74,19.36,1.043,4.263,0.04815,1.35,0.6895,53.0866,0.0295
2020-01-21,55.5701,56.3772,49.9489,51.9705,53.4667,8.14,435.07,0.02947,18541.12,18.3,0.941,4.047,0.01302,1.35,0.694,53.1804,-0.0227
2020-01-22,51.1446,52.7473,49.6651,50.5156,51.0182,5.34,272.66,0.01935,18022.06,17.73,0.87,3.933,0.03513,1.35,0.6815,53.1237,-0.0491
