Date,Open,High,Low,Close,VWAP,Volume,Amount,TurnoverRate,MarketCap,PE,PB,PS,DividendYield,Beta,Volatility,FairValue,Mispricing
2020-01-02,51.5557,52.452,45.9017,46.4135,49.0807,2.7,132.67,0.02668,6340.11,32.78,1.161,4.064,0.04986,1.25,0.3264,26.3655,0.7604
2020-01-03,46.1613,46.777,40.737,41.7721,43.8618,1.97,86.48,0.01946,5706.1,34.36,1.014,3.657,0.04319,1.25,0.3894,22.6112,0.8474
2020-01-06,41.1266,41.3922,37.2569,37.5949,39.3427,1.72,67.55,0.01695,5135.49,34.72,0.889,3.294,0.01993,1.25,0.4493,20.1113,0.8693
2020-01-07,37.0563,37.8426,33.0121,33.8354,35.4366,1.71,60.61,0.01688,4621.94,34.15,0.782,2.967,0.00771,1.25,0.5062,18.3757,0.8413
2020-01-08,34.352,35.2649,29.5919,30.4519,32.4152,1.65,53.41,0.01626,4159.75,32.75,0.689,2.676,0.00012,1.25,0.5603,17.2235,0.768
2020-01-09,29.6371,30.2552,26.9962,27.4067,28.5738,1.96,55.86,0.01929,3743.77,30.59,0.608,2.412,0.00013,1.25,0.6117,16.5815,0.6528
2020-01-10,27.1901,28.4064,24.0527,24.666,26.0788,1.68,43.72,0.01655,3369.39,28.23,0.536,2.179,0.02363,1.25,0.6604,16.1543,0.5269
2020-01-13,24.7917,25.4331,21.6378,22.1994,23.5155,2.8,65.93,0.02767,3032.45,25.68,0.474,1.96,0.04425,1.25,0.7068,15.9685,0.3902
2020-01-14,22.4389,22.7925,19.6421,19.9795,21.2133,3.34,70.85,0.03296,2729.21,23.11,0.419,1.764,0.02826,1.25,0.7508,15.9537,0.2523
2020-01-15,20.2448,21.0632,17.322,17.9815,19.1529,1.82,34.86,0.01796,2456.29,20.84,0.37,1.591,0.03674,1.25,0.7927,15.9122,0.13
2020-01-16,18.2236,18.725,15.3598,16.1834,17.1229,5.67,97,0.05591,2210.66,18.81,0.327,1.436,0.0211,1.25,0.8324,15.8554,0.0207
2020-01-17,15.8565,16.6984,15.55,15.9473,16.0131,1.97,31.55,0.01944,2178.42,18.57,0.317,1.418,0.01748,1.25,0.8024,15.8124,0.0085
2020-01-20,16.0419,16.7008,14.5778,15.5672,15.7219,2,31.4,0.01971,2126.49,18.13,0.304,1.384,0.03561,1.25,0.7812,15.8001,-0.0147
2020-01-21,16.0154,16.3327,14.2372,14.3649,15.2376,4.1,62.5,0.04048,1962.26,16.69,0.276,1.274,0.03594,1.25,0.8034,15.826,-0.0923
2020-01-22,14.2327,15.9226,13.7338,15.1989,14.772,1.52,22.43,0.01498,2076.18,17.73,0.288,1.353,0.03461,1.25,0.8093,15.7496,-0.035
2020-01-23,15.3897,15.9474,14.7384,15.7113,15.4467,2.46,38.06,0.02432,2146.17,18.32,0.292,1.399,0.01767,1.25,0.7956,15.7415,-0.0019
2020-01-24,16.0262,16.6324,15.0667,16.249,15.9936,2.53,40.5,0.02499,2219.62,18.97,0.298,1.448,0.04479,1.25,0.783,15.7141,0.034
2020-01-27,16.9232,17.183,15.1402,15.3838,16.1576,2.04,32.94,0.02012,2101.44,17.95,0.278,1.37,0.00179,1.25,0.7861,15.7116,-0.0209
2020-01-28,15.5137,16.4849,15.0436,16.0878,15.7825,3.37,53.18,0.03325,2197.6,18.78,0.286,1.434,0.01651,1.25,0.7831,15.6898,0.0254
2020-01-29,16.4375,17.0208,13.8507,14.479,15.447,2.73,42.15,0.02693,1977.84,16.91,0.253,1.29,0.04217,1.25,0.8233,15.6789,-0.0765
2020-01-30,14.2216,15.3655,14.0121,15.1832,14.6956,2.37,34.81,0.02338,2074.04,17.72,0.262,1.353,0.04974,1.25,0.8208,15.6724,-0.0312
2020-01-31,15.0218,15.671,14.2086,14.4521,14.8384,2.26,33.53,0.0223,1974.17,16.86,0.246,1.287,0.00162,1.25,0.818,15.6789,-0.0782
2020-02-03,14.3164,15.6167,13.6586,15.2945,14.7216,1.53,22.48,0.01507,2089.23,17.89,0.256,1.366,0.02313,1.25,0.8233,15.623,-0.021
2020-02-04,15.3758,15.6946,14.2998,14.5885,14.9897,2.59,38.86,0.02559,1992.79,17.08,0.241,1.304,0.01505,1.25,0.8188,15.6025,-0.065
2020-02-05,14.2253,15.3635,13.5614,14.9219,14.518,1.8,26.12,0.01776,2038.35,17.46,0.243,1.333,0.03752,1.25,0.796,15.6036,-0.0437
2020-02-06,15.3374,15.5756,14.6107,14.8957,15.1049,2.63,39.72,0.02595,2034.76,17.45,0.239,1.332,0.03399,1.25,0.7576,15.5725,-0.0435
2020-02-07,15.2301,15.5527,14.3881,15.3149,15.1214,3.79,57.31,0.0374,2092.03,17.99,0.243,1.373,0.01038,1.25,0.7421,15.5194,-0.0132
2020-02-10,15.306,17.1293,14.5935,16.4691,15.8745,2.82,44.78,0.02784,2249.69,19.35,0.257,1.477,0.02639,1.25,0.7648,15.5045,0.0622
2020-02-11,16.5488,17.4065,15.883,16.2716,16.5275,2.82,46.61,0.02783,2222.7,19.12,0.251,1.459,0.02286,1.25,0.7361,15.5342,0.0475
2020-02-12,16.5339,16.8981,14.4355,15.0553,15.7307,2.06,32.44,0.02035,2056.56,17.68,0.229,1.349,0.01487,1.25,0.7586,15.5175,-0.0298
2020-02-13,15.1241,15.4684,14.1349,14.4429,14.7926,2.5,36.91,0.02463,1972.91,17.04,0.217,1.3,0.03996,1.25,0.7529,15.4147,-0.063
2020-02-14,14.25,16.0161,13.8559,15.6651,14.9468,2.03,30.27,0.01999,2139.87,18.48,0.232,1.41,0.04868,1.25,0.7825,15.4102,0.0165
2020-02-17,15.8363,16.2644,14.2605,14.6737,15.2587,3.02,46.04,0.02978,2004.43,17.29,0.215,1.319,0.01956,1.25,0.7936,15.4341,-0.0493
2020-02-18,14.5657,14.9957,13.4307,13.8584,14.2127,4.59,65.23,0.0453,1893.07,16.35,0.201,1.248,0.03536,1.25,0.798,15.3981,-0.1
2020-02-19,13.3392,14.8356,12.9861,14.5276,13.9221,1.94,27.05,0.01917,1984.48,17.13,0.208,1.307,0.03314,1.25,0.7964,15.4084,-0.0572
2020-02-20,14.5876,14.8587,14.4265,14.6092,14.6205,1.68,24.51,0.01655,1995.63,17.2,0.206,1.313,0.01718,1.25,0.7611,15.432,-0.0533
2020-02-21,14.4167,15.5633,14.045,15.4225,14.8619,2.24,33.27,0.02209,2106.72,18.21,0.215,1.39,3E-05,1.25,0.7672,15.3893,0.0022
2020-02-24,15.3861,16.5486,14.9696,15.9861,15.7226,2.89,45.46,0.02853,2183.71,18.91,0.221,1.443,0.00445,1.25,0.7578,15.3861,0.039
2020-02-25,16.1901,16.758,13.9843,14.8671,15.4499,1.52,23.43,0.01497,2030.85,17.61,0.203,1.344,0.00522,1.25,0.7755,15.3929,-0.0342
2020-02-26,14.9449,15.249,13.4691,13.7533,14.3541,2.65,38.04,0.02616,1878.71,16.32,0.185,1.246,0.03337,1.25,0.7962,15.3193,-0.1022
2020-02-27,13.9046,14.9927,13.1239,14.6097,14.1577,1.76,24.95,0.01739,1995.7,17.36,0.195,1.325,0.01798,1.25,0.8058,15.3025,-0.0453
2020-02-28,14.4423,14.9928,13.9578,14.3275,14.4301,2.32,33.49,0.02291,1957.15,16.97,0.189,1.296,0.00416,1.25,0.7808,15.3522,-0.0667
