Date,Open,High,Low,Close,VWAP,Volume,Amount,TurnoverRate,MarketCap,PE,PB,PS,DividendYield,Beta,Volatility,FairValue,Mispricing
2020-01-02,3.111,3.4459,3.0887,3.4362,3.2705,1.6,5.24,0.01141,1539.54,4.47,0.187,1.385,0.04459,0.79,0.3549,14.3031,-0.7598
2020-01-03,3.4848,3.7906,3.4656,3.7798,3.6302,1.37,4.96,0.00973,1693.49,4.72,0.197,1.519,0.01387,0.79,0.4165,14.9694,-0.7475
2020-01-06,3.7826,4.2236,3.7034,4.1578,3.9668,1.36,5.41,0.0097,1862.84,5.16,0.208,1.677,0.03122,0.79,0.475,15.0983,-0.7246
2020-01-07,4.0931,4.6425,4.0015,4.5735,4.3277,1.28,5.52,0.00908,2049.12,5.67,0.22,1.847,0.03038,0.79,0.5307,15.1379,-0.6979
2020-01-08,4.5409,5.1401,4.4588,5.0309,4.7927,1.38,6.62,0.00984,2254.04,6.24,0.233,2.03,0.04269,0.79,0.5835,15.1736,-0.6684
2020-01-09,4.8354,5.635,4.791,5.534,5.1988,1.51,7.83,0.01072,2479.44,6.86,0.247,2.234,0.03402,0.79,0.6337,15.1878,-0.6356
2020-01-10,5.5351,6.3389,5.3069,6.0874,5.8171,1.1,6.42,0.00786,2727.39,7.55,0.262,2.457,0.01732,0.79,0.6814,15.2063,-0.5997
2020-01-13,6.2436,6.9111,6.1277,6.6961,6.4946,1.38,8.96,0.00982,3000.12,8.31,0.278,2.704,0.01021,0.79,0.7267,15.2137,-0.5599
2020-01-14,6.6213,7.4259,6.5145,7.3657,6.9819,1.69,11.77,0.012,3300.14,9.12,0.296,2.969,0.0147,0.79,0.7697,15.2534,-0.5171
2020-01-15,7.5388,8.2015,7.4216,8.1023,7.816,1.82,14.25,0.01297,3630.15,10.03,0.316,3.266,0.0047,0.79,0.8106,15.262,-0.4691
2020-01-16,7.8504,9.5329,7.4984,8.9125,8.4486,3.2,27.01,0.02275,3993.16,11.06,0.337,3.601,0.00454,0.79,0.8495,15.2319,-0.4149
2020-01-17,8.6016,9.9399,8.136,9.8038,9.1203,1.08,9.83,0.00767,4392.48,12.21,0.359,3.976,0.03464,0.79,0.8864,15.1798,-0.3542
2020-01-20,10.4274,10.9328,10.1772,10.7842,10.5804,1.24,13.15,0.00884,4831.73,13.53,0.384,4.403,0.01409,0.79,0.9214,15.0771,-0.2847
2020-01-21,10.9278,12.3218,10.3949,11.8626,11.3768,3.27,37.23,0.02329,5314.9,14.85,0.411,4.835,0.0181,0.79,0.9547,15.103,-0.2146
2020-01-22,11.3015,13.5167,10.2222,13.0488,12.0223,1.41,16.91,0.01001,5846.39,16.3,0.44,5.307,0.03283,0.79,0.9864,15.1337,-0.1378
2020-01-23,12.5729,14.1289,12.0368,13.6536,13.0981,1.66,21.7,0.01179,6117.34,17.14,0.448,5.58,0.00118,0.79,0.9738,15.0564,-0.0932
2020-01-24,14.3156,15.5527,13.941,15.019,14.7071,1.92,28.19,0.01364,6729.08,18.95,0.48,6.17,0.01859,0.79,1.0045,14.938,0.0054
2020-01-27,14.6221,15.8876,13.9679,15.2419,14.9299,1.53,22.89,0.01091,6828.98,19.31,0.476,6.286,0.02503,0.79,0.9661,14.8805,0.0243
2020-01-28,15.3224,16.3383,15.0396,16.0481,15.6871,2.57,40.39,0.01832,7190.19,20.33,0.489,6.619,0.00699,0.79,0.9597,14.8192,0.0829
2020-01-29,16.1538,16.4285,14.4986,14.7779,15.4647,1.11,17.17,0.0079,6621.07,18.77,0.439,6.109,0.0398,0.79,0.9746,14.7583,0.0013
2020-01-30,14.6934,15.4913,14.2649,14.9097,14.8398,1.8,26.73,0.01282,6680.12,18.95,0.433,6.169,0.016,0.79,0.9329,14.6334,0.0189
2020-01-31,14.6946,15.3205,13.3541,13.5765,14.2364,1.3,18.48,0.00924,6082.78,17.23,0.386,5.608,0.03961,0.79,0.9573,14.6207,-0.0714
2020-02-03,13.2791,15.3047,12.7904,14.9341,14.0771,1.77,24.87,0.01258,6691.06,18.94,0.415,6.167,0.04388,0.79,0.9888,14.5268,0.028
2020-02-04,14.8943,15.8358,12.4863,13.4407,14.1643,2.29,32.47,0.01631,6021.95,17.12,0.366,5.573,0.00117,0.79,1.0187,14.5088,-0.0736
2020-02-05,12.3686,12.7048,11.5511,12.3118,12.2341,1.98,24.18,0.01406,5516.14,15.71,0.328,5.115,0.03,0.79,1.0344,14.3799,-0.1438
2020-02-06,13.0954,13.8861,12.6029,13.5429,13.2818,3.43,45.51,0.02438,6067.76,17.28,0.353,5.625,0.02312,0.79,1.0621,14.3092,-0.0535
2020-02-07,12.8137,14.7667,12.3912,14.5712,13.6357,1.58,21.49,0.01122,6528.47,18.6,0.372,6.054,0.04262,0.79,1.0692,14.3599,0.0147
2020-02-10,14.0802,15.0975,12.4951,13.1528,13.7064,1.5,20.59,0.01069,5892.97,16.86,0.33,5.487,0.02052,0.79,1.093,14.3322,-0.0823
2020-02-11,13.012,15.3676,12.5302,14.4681,13.8445,1.58,21.87,0.01124,6482.27,18.5,0.356,6.024,0.03461,0.79,1.1178,14.2689,0.014
2020-02-12,15.1906,16.151,12.8803,13.7738,14.4989,2.03,29.41,0.01444,6171.21,17.64,0.332,5.743,0.02588,0.79,1.1,14.2999,-0.0368
2020-02-13,13.8273,15.4824,13.3084,15.1512,14.4423,2.33,33.63,0.01657,6788.33,19.5,0.359,6.349,0.03167,0.79,1.1243,14.1738,0.069
2020-02-14,15.1925,15.9221,14.8916,15.2354,15.3104,1.65,25.26,0.01174,6826.03,19.61,0.354,6.383,0.03177,0.79,1.0725,14.231,0.0706
2020-02-17,15.7722,16.1442,13.1814,13.8535,14.7378,1.8,26.56,0.01283,6206.89,17.93,0.316,5.838,0.00105,0.79,1.0909,14.1314,-0.0197
2020-02-18,14.2361,14.6757,11.7119,12.4681,13.2729,3.03,40.21,0.02156,5586.21,16.19,0.28,5.271,0.02122,0.79,1.1157,14.011,-0.1101
2020-02-19,12.0986,13.5503,11.651,12.9787,12.5696,1.29,16.18,0.00916,5814.95,16.84,0.286,5.48,0.01225,0.79,1.0924,14.0037,-0.0732
2020-02-20,12.5856,14.6673,12.2179,13.5917,13.2656,0.97,12.88,0.00691,6089.61,17.58,0.295,5.722,0.02787,0.79,1.0753,14.047,-0.0324
