Date,Open,High,Low,Close,VWAP,Volume,Amount,TurnoverRate,MarketCap,PE,PB,PS,DividendYield,Beta,Volatility,FairValue,Mispricing
2020-01-02,97.9699,99.2305,86.8102,87.9162,92.9817,1.97,183.47,0.01227,37215.47,46.74,5.706,8.867,0.04404,0.41,0.2352,38.1286,1.3058
2020-01-03,87.8914,89.2265,77.4924,79.1245,83.4337,1.31,109.09,0.00813,33493.92,39.96,4.551,7.964,0.02365,0.41,0.3028,39.8184,0.9871
2020-01-06,79.8664,80.581,70.2931,71.2121,75.4881,1.64,123.66,0.01019,30144.53,34.48,3.661,7.194,0.00575,0.41,0.367,41.2239,0.7274
2020-01-07,71.3868,71.6585,63.6754,64.0909,67.7029,1.78,120.81,0.0111,27130.08,29.9,2.968,6.479,0.00221,0.41,0.428,42.4667,0.5092
2020-01-08,65.0066,66.1588,56.1364,57.6818,61.2459,1.49,91.54,0.0093,24417.07,26.06,2.423,5.828,0.00163,0.41,0.486,43.5512,0.3245
2020-01-09,56.4518,57.5583,50.7652,51.9136,54.1722,1.5,81.31,0.00934,21975.36,22.81,1.99,5.227,0.042,0.41,0.5411,44.4819,0.1671
2020-01-10,51.6479,52.1694,45.386,46.7223,48.9814,1.51,73.88,0.00938,19777.83,20.11,1.645,4.714,0.03257,0.41,0.5934,45.133,0.0352
2020-01-13,47.1723,48.9765,45.9388,47.7794,47.4668,1.93,91.84,0.01204,20225.32,20.23,1.553,4.828,0.03148,0.41,0.5817,45.5883,0.0481
2020-01-14,45.7383,48.8032,45.0686,47.5645,46.7937,2.18,101.88,0.01354,20134.35,19.9,1.434,4.812,0.00365,0.41,0.5562,45.8808,0.0367
2020-01-15,46.2266,47.1944,45.5007,45.9073,46.2073,1.28,59.36,0.00799,19432.86,19,1.29,4.647,0.03779,0.41,0.556,46.1103,-0.0044
2020-01-16,46.1924,47.2833,43.2577,43.6764,45.1024,3.24,146.17,0.02016,18488.48,17.95,1.149,4.423,0.014,0.41,0.5668,46.2083,-0.0548
2020-01-17,43.4842,44.5691,42.2149,43.0011,43.3173,1.95,84.49,0.01213,18202.62,17.61,1.063,4.368,0.01721,0.41,0.5507,46.1515,-0.0683
2020-01-20,44.4377,48.2336,43.1319,47.1033,45.7266,2.19,100.06,0.01361,19939.14,19.22,1.098,4.792,0.02774,0.41,0.5989,46.0944,0.0219
2020-01-21,48.8729,49.547,47.1656,47.9368,48.3806,3.19,154.35,0.01985,20291.94,19.55,1.057,4.895,0.00182,0.41,0.583,45.8992,0.0444
