Date,OrderImbalance,LargeOrderCount,LargeOrderAmount,BuyRatio,SellRatio,Slippage
2020-01-02,-0.9756,0,28.94,0.2834,0.7166,100
2020-01-03,-0.966,0,26.21,0.3193,0.6807,100
2020-01-06,-0.974,0,31.55,0.3547,0.6453,100
2020-01-07,-0.9734,0,21.18,0.3353,0.6647,100
2020-01-08,-0.9905,0,46.11,0.4006,0.5994,100
2020-01-09,-0.9674,0,15.44,0.3391,0.6609,100
2020-01-10,-0.9483,0,18.21,0.3749,0.6251,100
2020-01-13,-0.9408,0,29.64,0.3612,0.6388,100
2020-01-14,-0.9713,0,13.34,0.3866,0.6134,100
2020-01-15,-0.733,0,11.67,0.4687,0.5313,100
2020-01-16,-0.2782,0,14.71,0.4255,0.5745,100
2020-01-17,0.9468,0,16.08,0.6613,0.3387,100
2020-01-20,-0.8373,0,14.15,0.3435,0.6565,100
2020-01-21,-0.7358,0,14.39,0.3534,0.6466,100
2020-01-22,0.005,0,12.95,0.5628,0.4372,100
2020-01-23,0.9299,0,13.54,0.6836,0.3164,100
2020-01-24,0.8877,0,19.6,0.6263,0.3737,100
2020-01-27,-0.2072,0,21.01,0.4937,0.5063,100
2020-01-28,-0.6727,0,16.79,0.3839,0.6161,100
2020-01-29,0.7557,0,17.4,0.6124,0.3876,100
2020-01-30,-0.9754,0,19.62,0.339,0.661,100
2020-01-31,0.1036,0,13.01,0.5196,0.4804,100
2020-02-03,0.9632,0,16.57,0.6422,0.3578,100
2020-02-04,-0.0578,0,18.46,0.5127,0.4873,100
2020-02-05,-0.4855,0,12.53,0.4059,0.5941,100
2020-02-06,0.4438,0,15.32,0.5678,0.4322,100
2020-02-07,0.3938,0,17.66,0.5848,0.4152,100
2020-02-10,-0.0965,0,14.15,0.4601,0.5399,100
2020-02-11,-0.8245,0,12.78,0.3795,0.6205,100
2020-02-12,0.9696,0,18.84,0.7172,0.2828,100
2020-02-13,-0.6299,0,16.06,0.363,0.637,100
2020-02-14,-0.7984,0,11.57,0.3866,0.6134,100
2020-02-17,-0.711,0,16.02,0.3877,0.6123,100
2020-02-18,-0.4893,0,18.82,0.3739,0.6261,100
2020-02-19,0.896,0,11.93,0.6214,0.3786,100
2020-02-20,-0.1786,0,10.77,0.4311,0.5689,100
2020-02-21,0.2226,0,12.69,0.5223,0.4777,100
2020-02-24,-0.1667,0,14.76,0.4421,0.5579,100
2020-02-25,-0.6464,0,10.9,0.4419,0.5581,100
2020-02-26,-0.3066,0,13.09,0.398,0.602,100
2020-02-27,-0.9339,0,19.25,0.4117,0.5883,100
2020-02-28,0.9759,0,16.48,0.6231,0.3769,100
