Date,OrderImbalance,LargeOrderCount,LargeOrderAmount,BuyRatio,SellRatio,Slippage
2020-01-02,-0.9742,0,227.2,0.3681,0.6319,100
2020-01-03,-0.9734,0,117.64,0.3828,0.6172,100
2020-01-06,-0.9738,0,191.61,0.3062,0.6938,100
2020-01-07,-0.9663,0,135.13,0.2996,0.7004,100
2020-01-08,-0.9677,0,110.37,0.3586,0.6414,100
2020-01-09,-0.9575,0,93.6,0.3556,0.6444,100
2020-01-10,-0.967,0,98.22,0.3415,0.6585,100
2020-01-13,-0.8168,0,81.06,0.4204,0.5796,100
2020-01-14,0.7804,0,122.25,0.6242,0.3758,100
2020-01-15,-0.9583,0,122.96,0.4262,0.5738,100
2020-01-16,-0.5811,0,171.5,0.3367,0.6633,100
2020-01-17,0.9703,0,91.51,0.6295,0.3705,100
2020-01-20,0.9276,0,164.87,0.6448,0.3552,100
2020-01-21,-0.9748,0,129.57,0.4197,0.5803,100
2020-01-22,-0.4564,0,92.47,0.4117,0.5883,100
2020-01-23,0.7523,0,98.38,0.6329,0.3671,100
2020-01-24,-0.932,0,90.72,0.3368,0.6632,100
2020-01-27,0.8944,0,81.23,0.663,0.337,100
2020-01-28,-0.55,0,121.6,0.4686,0.5314,100
2020-01-29,0.264,0,63.64,0.5366,0.4634,100
2020-01-30,-0.131,0,82.81,0.4547,0.5453,100
2020-01-31,0.1055,0,66.4,0.4815,0.5185,100
2020-02-03,-0.5121,0,66.12,0.4308,0.5692,100
2020-02-04,-0.6398,0,95.44,0.3944,0.6056,100
2020-02-05,0.7584,0,67.2,0.6258,0.3742,100
2020-02-06,0.5066,0,101.78,0.4997,0.5003,100
2020-02-07,-0.9285,0,112.9,0.3679,0.6321,100
2020-02-10,0.1314,0,93.23,0.4493,0.5507,100
2020-02-11,0.2142,0,112.78,0.5612,0.4388,100
2020-02-12,0.8261,0,106.7,0.6275,0.3725,100
2020-02-13,-0.9809,0,163.64,0.3234,0.6766,100
2020-02-14,0.8172,0,69.31,0.6208,0.3792,100
2020-02-17,0.1394,0,108.45,0.5145,0.4855,100
2020-02-18,-0.8777,0,140.76,0.396,0.604,100
2020-02-19,-0.2545,0,86.67,0.5048,0.4952,100
2020-02-20,-0.4798,0,55.17,0.4172,0.5828,100
2020-02-21,0.9981,1,355.23,0.6091,0.3909,100
2020-02-24,-0.7606,0,88.4,0.3724,0.6276,100
2020-02-25,-0.8437,0,67.26,0.3833,0.6167,100
2020-02-26,0.2272,0,82.02,0.5363,0.4637,100
2020-02-27,0.7716,0,77.72,0.6057,0.3943,100
2020-02-28,-0.9536,0,107.6,0.3563,0.6437,100
