Date,OrderImbalance,LargeOrderCount,LargeOrderAmount,BuyRatio,SellRatio,Slippage
2020-01-02,-0.9237,0,146,0.3804,0.6196,100
2020-01-03,0.536,0,122.6,0.5423,0.4577,100
2020-01-06,0.6987,0,132.15,0.5637,0.4363,100
2020-01-07,0.7122,0,109.18,0.6253,0.3747,100
2020-01-08,0.3324,0,123.85,0.5778,0.4222,100
2020-01-09,0.8945,0,168.99,0.6842,0.3158,100
2020-01-10,0.5412,0,220.37,0.5763,0.4237,100
2020-01-13,-0.1746,0,260.23,0.4937,0.5063,100
2020-01-14,-0.9004,0,196.36,0.3846,0.6154,100
2020-01-15,0.7234,0,129.79,0.609,0.391,100
2020-01-16,-0.1364,0,201.62,0.4494,0.5506,100
2020-01-17,-0.3017,0,156.18,0.5038,0.4962,100
2020-01-20,0.5456,0,160.2,0.6035,0.3965,100
2020-01-21,0.9818,0,536.61,0.6229,0.3771,100
2020-01-22,-0.6315,0,178.86,0.4097,0.5903,100
2020-01-23,-0.4016,0,156.55,0.4226,0.5774,100
2020-01-24,-0.3901,0,149.91,0.3966,0.6034,100
2020-01-27,0.8057,0,166.43,0.6714,0.3286,100
2020-01-28,0.687,0,267.1,0.6714,0.3286,100
2020-01-29,-0.8704,0,147.38,0.3962,0.6038,100
2020-01-30,0.6262,0,158.09,0.5762,0.4238,100
2020-01-31,0.386,0,219.13,0.5813,0.4187,100
2020-02-03,0.5382,0,251.82,0.5451,0.4549,100
2020-02-04,-0.164,0,360.01,0.4945,0.5055,100
2020-02-05,-0.4219,0,144.75,0.4524,0.5476,100
2020-02-06,0.1672,0,147.01,0.5121,0.4879,100
2020-02-07,0.2358,0,199.43,0.5805,0.4195,100
2020-02-10,0.9503,0,233.65,0.6768,0.3232,100
2020-02-11,-0.8123,0,180.5,0.3905,0.6095,100
2020-02-12,0.3426,0,172.12,0.5426,0.4574,100
2020-02-13,-0.1934,0,190.61,0.4596,0.5404,100
2020-02-14,-0.9025,0,196.45,0.4368,0.5632,100
2020-02-17,0.6826,0,147.06,0.6505,0.3495,100
2020-02-18,-0.7923,0,234.39,0.3482,0.6518,100
2020-02-19,0.7624,0,148.16,0.6721,0.3279,100
2020-02-20,-0.1495,0,135.51,0.4658,0.5342,100
2020-02-21,-0.1148,0,146.97,0.4964,0.5036,100
2020-02-24,-0.0237,0,154.26,0.5382,0.4618,100
2020-02-25,0.9335,0,216.79,0.6649,0.3351,100
2020-02-26,-0.5726,0,175,0.391,0.609,100
2020-02-27,-0.4749,0,139.95,0.4648,0.5352,100
2020-02-28,-0.3088,0,139.72,0.477,0.523,100
