Date,OrderImbalance,LargeOrderCount,LargeOrderAmount,BuyRatio,SellRatio,Slippage
2020-01-02,-0.9854,0,74.77,0.3749,0.6251,96.71
2020-01-03,-0.9669,0,35.57,0.3256,0.6744,100
2020-01-06,-0.9565,0,44.4,0.3297,0.6703,100
2020-01-07,-0.9583,0,34.18,0.3454,0.6546,100
2020-01-08,-0.9481,0,31.65,0.3342,0.6658,100
2020-01-09,-0.9601,0,35.47,0.3395,0.6605,100
2020-01-10,-0.9665,0,27.03,0.364,0.636,100
2020-01-13,-0.9691,0,27.6,0.306,0.694,100
2020-01-14,-0.9686,0,30.68,0.3853,0.6147,100
2020-01-15,-0.954,0,17.98,0.3424,0.6576,100
2020-01-16,-0.9932,0,52.91,0.2966,0.7034,100
2020-01-17,-0.9523,0,13.07,0.3991,0.6009,100
2020-01-20,-0.9697,0,13.76,0.3424,0.6576,100
2020-01-21,-0.9873,0,41.06,0.3194,0.6806,100
2020-01-22,-0.9739,0,10.01,0.3534,0.6466,100
2020-01-23,-0.9726,0,13.64,0.3105,0.6895,100
2020-01-24,-0.9694,0,7.01,0.3329,0.6671,100
2020-01-27,-0.975,0,10.78,0.3362,0.6638,100
2020-01-28,-0.9139,0,14.72,0.3383,0.6617,100
2020-01-29,-0.9635,0,6.56,0.3643,0.6357,100
2020-01-30,-0.969,0,10.05,0.356,0.644,100
2020-01-31,-0.4907,0,5.03,0.4366,0.5634,100
2020-02-03,-0.3521,0,5.79,0.4351,0.5649,100
2020-02-04,0.9728,0,9.57,0.6384,0.3616,100
2020-02-05,-0.9463,0,6.59,0.3986,0.6014,100
2020-02-06,0.9724,0,10.51,0.6145,0.3855,100
2020-02-07,-0.8631,0,18.68,0.3848,0.6152,100
2020-02-10,-0.0325,0,7.19,0.4684,0.5316,100
2020-02-11,0.8293,0,5.59,0.6088,0.3912,100
2020-02-12,0.9554,0,12.68,0.6505,0.3495,100
2020-02-13,-0.9785,0,7.78,0.3671,0.6329,100
2020-02-14,0.9512,0,8.77,0.6663,0.3337,100
2020-02-17,-0.9351,0,17.29,0.3784,0.6216,100
2020-02-18,-0.9908,0,19.31,0.3469,0.6531,100
2020-02-19,0.2242,0,6.04,0.5363,0.4637,100
2020-02-20,0.7758,0,4.9,0.576,0.424,100
2020-02-21,-0.2016,0,5.18,0.4176,0.5824,100
2020-02-24,-0.9226,0,6.96,0.2921,0.7079,100
2020-02-25,0.3557,0,6.2,0.5874,0.4126,100
2020-02-26,0.0919,0,6.37,0.4828,0.5172,100
2020-02-27,0.3888,0,5.67,0.4961,0.5039,100
2020-02-28,0.8417,0,5.02,0.6123,0.3877,100
