Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-01-02,4288.09,2313.92,1343.9,472.7,10682.76,4932.11,5750.65,1578.53,901.51,540.9,299.93,0.3012,0.2682,0.1744,0.2134,0.8393,0.4604,0.1102,0.0822,0.0442
2020-01-03,4289.3,2414.79,1344.28,397.67,10881.6,4733.27,6148.33,2074.49,826.61,495.96,299.93,0.3012,0.2682,0.179,0.2134,0.8393,0.437,0.0927,0.0647,0.0365
2020-01-06,4298.21,2486.11,1347.07,348.77,11055.98,4558.88,6497.1,2541.65,778.59,467.16,299.93,0.3012,0.2682,0.18,0.2134,0.8393,0.4216,0.0811,0.0537,0.0315
2020-01-07,4305.67,2536.44,1349.41,314.86,11213.41,4401.45,6811.96,2988.9,745.43,447.26,299.93,0.3012,0.2682,0.175,0.2134,0.8393,0.4109,0.0731,0.0462,0.0281
2020-01-08,4311.54,2569.63,1351.25,292.99,11359.91,4254.96,7104.95,3423.39,724.15,434.49,299.93,0.3012,0.2682,0.1766,0.2134,0.8393,0.404,0.068,0.0412,0.0258
2020-01-09,4311.56,2585.88,1351.26,280.82,11500.32,4114.55,7385.77,3850.58,711.97,427.18,299.93,0.3012,0.2682,0.1742,0.2134,0.8393,0.4002,0.0651,0.038,0.0244
2020-01-10,4306.82,2592.72,1349.77,273.25,11636.94,3977.92,7659.02,4272.93,703.93,422.36,299.93,0.3012,0.2682,0.1729,0.2134,0.8393,0.398,0.0634,0.0357,0.0235
2020-01-13,4312.73,2601.19,1351.62,269.93,11771.91,3842.96,7928.95,4693.66,701.2,420.72,299.93,0.3012,0.2682,0.1733,0.2134,0.8393,0.3969,0.0626,0.034,0.0229
2020-01-14,4304.61,2596.3,1349.08,269.42,11906.62,3708.25,8198.37,5113.59,699.88,419.93,299.93,0.3012,0.2682,0.1741,0.2134,0.8393,0.3969,0.0626,0.0329,0.0226
2020-01-15,4299.54,2593.24,1347.49,269.11,12041.17,3573.7,8467.48,5533.02,699.06,419.44,299.93,0.3012,0.2682,0.1753,0.2134,0.8393,0.3969,0.0626,0.0318,0.0223
2020-01-16,4284.64,2584.26,1342.82,268.17,12175.26,3439.61,8735.65,5951.01,696.64,417.98,299.93,0.3012,0.2682,0.1735,0.2134,0.8393,0.3969,0.0626,0.0307,0.022
