Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-01-02,4710.2,2315.83,907.92,1114.84,16638.05,7282.82,9355.23,2016.89,1585.86,951.51,439.64,0.4827,0.1106,0.2023,0.0928,0.4654,0.5083,0.2367,0.1192,0.067
2020-01-03,4728.55,2264.53,911.46,1164.42,17220.26,6700.61,10519.65,2999.26,1637.28,982.37,439.64,0.4827,0.1106,0.2021,0.0928,0.4654,0.5211,0.2463,0.1107,0.0676
2020-01-06,4743.28,2212.1,914.3,1212.66,17826.59,6094.28,11732.31,4011.45,1686.99,1012.19,439.64,0.4827,0.1106,0.2031,0.0928,0.4654,0.5336,0.2557,0.1034,0.068
2020-01-07,4754.24,2166.45,916.41,1253.54,18453.36,5467.51,12985.85,5048.83,1728.96,1037.38,439.64,0.4827,0.1106,0.2054,0.0928,0.4654,0.5443,0.2637,0.0965,0.0679
2020-01-08,4752.54,2121.5,916.09,1286.22,19096.47,4824.4,14272.06,6105.71,1761.47,1056.88,439.64,0.4827,0.1106,0.2083,0.0928,0.4654,0.5536,0.2706,0.0901,0.0674
2020-01-09,4761.81,2090.73,917.87,1314.91,19753.92,4166.95,15586.97,7180.36,1791.09,1074.65,439.64,0.4827,0.1106,0.2047,0.0928,0.4654,0.5609,0.2761,0.0844,0.0666
2020-01-10,4758.71,2055.72,917.27,1339.28,20423.56,3497.31,16926.25,8269.46,1815.15,1089.09,439.64,0.4827,0.1106,0.2061,0.0928,0.4654,0.568,0.2814,0.0791,0.0656
2020-01-13,4746.81,2024.01,914.98,1355.86,21101.49,2819.38,18282.11,9367.78,1830.54,1098.33,439.64,0.4827,0.1106,0.207,0.0928,0.4654,0.5736,0.2856,0.0742,0.0643
2020-01-14,4752.56,2006.22,916.09,1372.69,21787.84,2133.03,19654.8,10476.55,1847.95,1108.77,439.64,0.4827,0.1106,0.2084,0.0928,0.4654,0.5779,0.2888,0.0698,0.063
2020-01-15,4758.19,1991.72,917.18,1386.97,22481.33,1439.55,21041.78,11594.23,1862.79,1117.68,439.64,0.4827,0.1106,0.2104,0.0928,0.4654,0.5814,0.2915,0.0659,0.0617
