Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-01-02,1167.44,572.18,376.58,164,18304.65,6524.47,11780.19,728.06,280.75,168.45,421.29,0.5776,0.3382,0.0418,0.2226,0.5066,0.5099,0.1405,0.0139,0.009
2020-01-03,1169.32,554.21,377.19,178.44,18393.87,6435.25,11958.63,905.29,295.37,177.22,421.29,0.5776,0.3382,0.0434,0.2226,0.5066,0.526,0.1526,0.0149,0.0097
2020-01-06,1163.66,538.38,375.36,187.43,18487.59,6341.53,12146.06,1087.57,303.8,182.28,421.29,0.5776,0.3382,0.0431,0.2226,0.5066,0.5373,0.1611,0.0154,0.0101
2020-01-07,1162.22,524.21,374.9,197.34,18586.26,6242.86,12343.4,1275.7,313.56,188.14,421.29,0.5776,0.3382,0.0439,0.2226,0.5066,0.549,0.1698,0.016,0.0106
2020-01-08,1160.31,513.75,374.28,204.21,18688.37,6140.76,12547.61,1467.85,320.24,192.14,421.29,0.5776,0.3382,0.0448,0.2226,0.5066,0.5572,0.176,0.0163,0.0109
2020-01-09,1162.07,505.58,374.85,211.23,18793.98,6035.14,12758.84,1664.31,327.44,196.46,421.29,0.5776,0.3382,0.0471,0.2226,0.5066,0.5649,0.1818,0.0166,0.0112
2020-01-10,1159.96,497.25,374.17,216.4,18902.18,5926.94,12975.24,1863.75,332.4,199.44,421.29,0.5776,0.3382,0.0475,0.2226,0.5066,0.5713,0.1866,0.0167,0.0114
2020-01-13,1155.57,489.82,372.75,219.75,19012.06,5817.07,13194.99,2064.93,335.3,201.18,421.29,0.5776,0.3382,0.0484,0.2226,0.5066,0.5761,0.1902,0.0167,0.0116
2020-01-14,1153.5,484.66,372.08,222.57,19123.34,5705.78,13417.56,2267.68,337.92,202.75,421.29,0.5776,0.3382,0.0462,0.2226,0.5066,0.5798,0.193,0.0166,0.0116
2020-01-15,1151.04,480.19,371.29,224.67,19235.67,5593.45,13642.23,2471.55,339.77,203.86,421.29,0.5776,0.3382,0.0509,0.2226,0.5066,0.5828,0.1952,0.0165,0.0117
2020-01-16,1156.79,479.82,373.15,227.87,19349.61,5479.51,13870.1,2677.67,343.55,206.13,421.29,0.5776,0.3382,0.0494,0.2226,0.5066,0.5852,0.197,0.0164,0.0118
2020-01-17,1160.44,479.21,374.32,230.18,19464.7,5364.42,14100.28,2885.41,346.23,207.74,421.29,0.5776,0.3382,0.0476,0.2226,0.5066,0.587,0.1984,0.0163,0.0118
2020-01-20,1156.89,476.31,373.18,230.55,19579.98,5249.15,14330.83,3093.16,346.24,207.75,421.29,0.5776,0.3382,0.0453,0.2226,0.5066,0.5883,0.1993,0.0161,0.0118
2020-01-21,1153.91,473.7,372.22,231,19695.48,5133.65,14561.83,3300.99,346.39,207.83,421.29,0.5776,0.3382,0.0451,0.2226,0.5066,0.5895,0.2002,0.0159,0.0117
2020-01-22,1154.36,472.89,372.36,231.83,19811.39,5017.74,14793.65,3509.35,347.26,208.36,421.29,0.5776,0.3382,0.0437,0.2226,0.5066,0.5903,0.2008,0.0157,0.0117
2020-01-23,1153.37,471.69,372.04,232.23,19927.5,4901.62,15025.88,3717.88,347.56,208.54,421.29,0.5776,0.3382,0.0436,0.2226,0.5066,0.591,0.2013,0.0155,0.0117
2020-01-24,1151.43,470.31,371.42,232.28,20043.64,4785.48,15258.16,3926.34,347.43,208.46,421.29,0.5776,0.3382,0.0452,0.2226,0.5066,0.5915,0.2017,0.0152,0.0116
2020-01-27,1150.23,469.33,371.03,232.4,20159.84,4669.28,15490.56,4134.79,347.42,208.45,421.29,0.5776,0.3382,0.043,0.2226,0.5066,0.592,0.202,0.015,0.0115
2020-01-28,1150.3,469,371.05,232.69,20276.19,4552.94,15723.25,4343.42,347.72,208.63,421.29,0.5776,0.3382,0.0445,0.2226,0.5066,0.5923,0.2023,0.0148,0.0115
2020-01-29,1151.74,469.3,371.52,233.19,20392.78,4436.34,15956.44,4552.44,348.37,209.02,421.29,0.5776,0.3382,0.0438,0.2226,0.5066,0.5925,0.2025,0.0146,0.0114
2020-01-30,1149.26,468.14,370.72,232.8,20509.18,4319.94,16189.24,4761.08,347.73,208.64,421.29,0.5776,0.3382,0.0439,0.2226,0.5066,0.5927,0.2026,0.0144,0.0114
