Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-01-02,1427.05,638.55,344.72,332.83,15314.04,5970.16,9343.88,1500.76,475.54,285.32,482.09,0.3874,0.2109,0.1402,0.1416,0.7207,0.5525,0.2332,0.0356,0.0217
2020-01-03,1419.56,600.35,342.91,357.23,15492.66,5791.55,9701.11,1800.27,499.18,299.51,482.09,0.3874,0.2109,0.1402,0.1416,0.7207,0.5771,0.2516,0.0368,0.0231
2020-01-06,1421.34,586.11,343.34,368.92,15677.12,5607.09,10070.03,2106.9,511.05,306.63,482.09,0.3874,0.2109,0.1372,0.1416,0.7207,0.5876,0.2596,0.0366,0.0235
2020-01-07,1418.39,580.04,342.63,371.79,15863.01,5421.19,10441.82,2415.08,513.63,308.18,482.09,0.3874,0.2109,0.1386,0.1416,0.7207,0.5911,0.2621,0.0356,0.0234
2020-01-08,1416.22,577.33,342.1,372.59,16049.31,5234.9,10814.41,2723.61,514.21,308.53,482.09,0.3874,0.2109,0.1366,0.1416,0.7207,0.5923,0.2631,0.0345,0.0232
2020-01-09,1414.22,576.51,341.62,372.06,16235.34,5048.86,11186.48,3031.7,513.48,308.09,482.09,0.3874,0.2109,0.1402,0.1416,0.7207,0.5923,0.2631,0.0333,0.0229
2020-01-10,1412.23,575.7,341.14,371.54,16421.11,4863.09,11558.01,3339.36,512.76,307.66,482.09,0.3874,0.2109,0.1423,0.1416,0.7207,0.5923,0.2631,0.0321,0.0226
2020-01-13,1409.68,574.67,340.53,370.87,16606.54,4677.66,11928.88,3646.46,511.84,307.1,482.09,0.3874,0.2109,0.1444,0.1416,0.7207,0.5923,0.2631,0.0311,0.0223
2020-01-14,1404.98,572.75,339.39,369.63,16791.36,4492.84,12298.52,3952.54,510.13,306.08,482.09,0.3874,0.2109,0.1463,0.1416,0.7207,0.5923,0.2631,0.0301,0.022
2020-01-15,1403.04,571.96,338.92,369.12,16975.92,4308.28,12667.64,4258.19,509.43,305.66,482.09,0.3874,0.2109,0.1462,0.1416,0.7207,0.5923,0.2631,0.0291,0.0217
2020-01-16,1398.46,570.09,337.81,367.92,17159.88,4124.33,13035.55,4562.85,507.76,304.66,482.09,0.3874,0.2109,0.1442,0.1416,0.7207,0.5923,0.2631,0.0282,0.0214
2020-01-17,1396.77,569.4,337.4,367.47,17343.61,3940.59,13403.02,4867.14,507.15,304.29,482.09,0.3874,0.2109,0.1415,0.1416,0.7207,0.5923,0.2631,0.0274,0.0212
2020-01-20,1397.17,569.57,337.5,367.58,17527.4,3756.8,13770.6,5171.51,507.3,304.38,482.09,0.3874,0.2109,0.1415,0.1416,0.7207,0.5923,0.2631,0.0267,0.021
2020-01-21,1398.35,570.05,337.79,367.89,17711.35,3572.86,14138.49,5476.15,507.72,304.63,482.09,0.3874,0.2109,0.1407,0.1416,0.7207,0.5923,0.2631,0.026,0.0208
2020-01-22,1393.82,568.2,336.69,366.7,17894.69,3389.51,14505.19,5779.79,506.08,303.65,482.09,0.3874,0.2109,0.1413,0.1416,0.7207,0.5923,0.2631,0.0253,0.0205
2020-01-23,1397.5,569.7,337.58,367.66,18078.53,3205.68,14872.85,6084.24,507.41,304.45,482.09,0.3874,0.2109,0.1438,0.1416,0.7207,0.5923,0.2631,0.0247,0.0203
2020-01-24,1396.19,569.16,337.26,367.32,18262.19,3022.02,15240.17,6388.4,506.94,304.16,482.09,0.3874,0.2109,0.1464,0.1416,0.7207,0.5923,0.2631,0.0241,0.0201
2020-01-27,1398.02,569.91,337.71,367.8,18446.09,2838.12,15607.97,6692.97,507.6,304.56,482.09,0.3874,0.2109,0.1474,0.1416,0.7207,0.5923,0.2631,0.0236,0.0199
2020-01-28,1402.98,571.93,338.9,369.1,18630.64,2653.57,15977.07,6998.61,509.4,305.64,482.09,0.3874,0.2109,0.1482,0.1416,0.7207,0.5923,0.2631,0.0231,0.0198
2020-01-29,1399.09,570.35,337.97,368.08,18814.68,2469.52,16345.16,7303.4,507.99,304.79,482.09,0.3874,0.2109,0.1514,0.1416,0.7207,0.5923,0.2631,0.0225,0.0196
2020-01-30,1396.63,569.34,337.37,367.43,18998.4,2285.81,16712.59,7607.66,507.1,304.26,482.09,0.3874,0.2109,0.1511,0.1416,0.7207,0.5923,0.2631,0.022,0.0193
2020-01-31,1401.87,571.48,338.64,368.81,19182.8,2101.4,17081.4,7913.06,509,305.4,482.09,0.3874,0.2109,0.1536,0.1416,0.7207,0.5923,0.2631,0.0216,0.0192
2020-02-03,1401.01,571.13,338.43,368.59,19367.1,1917.11,17449.99,8218.27,508.69,305.21,482.09,0.3874,0.2109,0.1495,0.1416,0.7207,0.5923,0.2631,0.0211,0.019
2020-02-04,1400.25,570.82,338.25,368.39,19551.29,1732.91,17818.38,8523.32,508.41,305.05,482.09,0.3874,0.2109,0.1467,0.1416,0.7207,0.5923,0.2631,0.0207,0.0188
2020-02-05,1398.51,570.11,337.83,367.93,19735.26,1548.95,18186.31,8827.99,507.78,304.67,482.09,0.3874,0.2109,0.1469,0.1416,0.7207,0.5923,0.2631,0.0202,0.0186
2020-02-06,1397.37,569.65,337.55,367.63,19919.07,1365.13,18553.94,9132.41,507.37,304.42,482.09,0.3874,0.2109,0.1471,0.1416,0.7207,0.5923,0.2631,0.0198,0.0185
2020-02-07,1395.05,568.7,336.99,367.02,20102.58,1181.62,18920.96,9436.33,506.53,303.92,482.09,0.3874,0.2109,0.1486,0.1416,0.7207,0.5923,0.2631,0.0194,0.0183
2020-02-10,1390.11,566.68,335.8,365.72,20285.44,998.76,19286.68,9739.16,504.73,302.84,482.09,0.3874,0.2109,0.1503,0.1416,0.7207,0.5923,0.2631,0.019,0.018
2020-02-11,1386.16,565.08,334.84,364.68,20467.78,816.42,19651.36,10041.14,503.3,301.98,482.09,0.3874,0.2109,0.1469,0.1416,0.7207,0.5923,0.2631,0.0186,0.0178
