Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-01-02,1463.52,789.74,386.64,215.35,8677.77,1756.51,6921.26,2009.55,361.71,217.02,67.27,0.7307,0.1127,0.0454,0.1642,0.7029,0.4604,0.1471,0.0311,0.0248
2020-01-03,1463.21,823.76,386.56,189.67,8772.6,1661.67,7110.93,2211.14,335.99,201.59,67.27,0.7307,0.1127,0.0441,0.1642,0.7029,0.437,0.1296,0.0267,0.0216
2020-01-06,1458.17,843.41,385.23,172.15,8858.67,1575.6,7283.08,2401.92,317.96,190.78,67.27,0.7307,0.1127,0.0449,0.1642,0.7029,0.4216,0.1181,0.0236,0.0194
2020-01-07,1459.58,859.83,385.6,160.61,8938.98,1495.29,7443.69,2585.86,306.57,183.94,67.27,0.7307,0.1127,0.0395,0.1642,0.7029,0.4109,0.11,0.0216,0.018
2020-01-08,1460.77,870.6,385.92,153.19,9015.57,1418.7,7596.87,2765.42,299.27,179.56,67.27,0.7307,0.1127,0.0399,0.1642,0.7029,0.404,0.1049,0.0202,0.017
2020-01-09,1455.02,872.65,384.4,148.47,9089.81,1344.46,7745.35,2941.81,293.98,176.39,67.27,0.7307,0.1127,0.0435,0.1642,0.7029,0.4002,0.102,0.0192,0.0163
2020-01-10,1454.66,875.71,384.3,145.99,9162.8,1271.47,7891.34,3116.68,291.45,174.87,67.27,0.7307,0.1127,0.043,0.1642,0.7029,0.398,0.1004,0.0185,0.0159
2020-01-13,1454.38,877.2,384.23,144.71,9235.16,1199.11,8036.05,3290.77,290.15,174.09,67.27,0.7307,0.1127,0.0473,0.1642,0.7029,0.3969,0.0995,0.018,0.0157
2020-01-14,1451.25,875.31,383.4,144.4,9307.36,1126.91,8180.45,3464.49,289.53,173.72,67.27,0.7307,0.1127,0.0496,0.1642,0.7029,0.3969,0.0995,0.0177,0.0155
2020-01-15,1450.12,874.63,383.1,144.29,9379.51,1054.77,8324.74,3638.07,289.3,173.58,67.27,0.7307,0.1127,0.049,0.1642,0.7029,0.3969,0.0995,0.0173,0.0154
