Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-01-02,1559.94,841.77,460.32,193.39,12963.15,7500.63,5462.51,491.4,349.39,209.63,136.6,0.7418,0.1637,0.1241,0.1951,0.5944,0.4604,0.124,0.0354,0.0149
2020-01-03,1560.14,878.33,460.37,166.08,13046.19,7417.59,5628.6,684.65,322.09,193.26,136.6,0.7418,0.1637,0.1247,0.1951,0.5944,0.437,0.1065,0.0295,0.0127
2020-01-06,1558.88,901.66,460,147.91,13120.14,7343.64,5776.51,866.93,303.8,182.28,136.6,0.7418,0.1637,0.1261,0.1951,0.5944,0.4216,0.0949,0.0256,0.0113
2020-01-07,1557.97,917.79,459.73,135.33,13187.81,7275.97,5911.84,1041.61,291.13,174.68,136.6,0.7418,0.1637,0.1266,0.1951,0.5944,0.4109,0.0869,0.0229,0.0103
2020-01-08,1554.57,926.51,458.73,127,13251.31,7212.47,6038.84,1211.09,282.46,169.47,136.6,0.7418,0.1637,0.1232,0.1951,0.5944,0.404,0.0817,0.021,0.0096
2020-01-09,1551.87,930.74,457.93,122.4,13312.51,7151.27,6161.24,1377.64,277.58,166.55,136.6,0.7418,0.1637,0.1208,0.1951,0.5944,0.4002,0.0789,0.0199,0.0092
2020-01-10,1546.37,930.92,456.31,119.36,13372.19,7091.59,6280.59,1542.03,273.99,164.4,136.6,0.7418,0.1637,0.1206,0.1951,0.5944,0.398,0.0772,0.019,0.0089
2020-01-13,1547.07,933.11,456.52,118.09,13431.23,7032.55,6398.68,1705.71,272.79,163.68,136.6,0.7418,0.1637,0.1217,0.1951,0.5944,0.3969,0.0763,0.0185,0.0088
2020-01-14,1546.92,933.01,456.47,118.07,13490.26,6973.51,6516.75,1869.37,272.77,163.66,136.6,0.7418,0.1637,0.1206,0.1951,0.5944,0.3969,0.0763,0.0181,0.0088
2020-01-15,1543.92,931.21,455.59,117.84,13549.19,6914.59,6634.6,2032.71,272.24,163.34,136.6,0.7418,0.1637,0.1229,0.1951,0.5944,0.3969,0.0763,0.0178,0.0087
2020-01-16,1539.61,928.61,454.32,117.52,13607.95,6855.83,6752.11,2195.6,271.48,162.89,136.6,0.7418,0.1637,0.1254,0.1951,0.5944,0.3969,0.0763,0.0174,0.0086
2020-01-17,1536.71,926.86,453.46,117.29,13666.59,6797.19,6869.41,2358.17,270.96,162.58,136.6,0.7418,0.1637,0.1296,0.1951,0.5944,0.3969,0.0763,0.0171,0.0086
2020-01-20,1536.72,926.87,453.46,117.3,13725.24,6738.54,6986.7,2520.76,270.97,162.58,136.6,0.7418,0.1637,0.1303,0.1951,0.5944,0.3969,0.0763,0.0168,0.0085
2020-01-21,1540.53,929.16,454.59,117.59,13784.03,6679.74,7104.29,2683.74,271.64,162.98,136.6,0.7418,0.1637,0.1336,0.1951,0.5944,0.3969,0.0763,0.0166,0.0085
2020-01-22,1534.17,925.32,452.71,117.1,13842.58,6621.19,7221.39,2846.05,270.52,162.31,136.6,0.7418,0.1637,0.1334,0.1951,0.5944,0.3969,0.0763,0.0162,0.0085
2020-01-23,1534.46,925.5,452.8,117.12,13901.15,6562.63,7338.51,3008.39,270.57,162.34,136.6,0.7418,0.1637,0.1337,0.1951,0.5944,0.3969,0.0763,0.016,0.0084
2020-01-24,1532.9,924.56,452.34,117,13959.65,6504.13,7455.52,3170.57,270.29,162.18,136.6,0.7418,0.1637,0.1365,0.1951,0.5944,0.3969,0.0763,0.0157,0.0084
2020-01-27,1533.78,925.09,452.59,117.07,14018.18,6445.6,7572.59,3332.84,270.45,162.27,136.6,0.7418,0.1637,0.1393,0.1951,0.5944,0.3969,0.0763,0.0155,0.0084
2020-01-28,1532.75,924.47,452.29,116.99,14076.68,6387.1,7689.58,3495,270.27,162.16,136.6,0.7418,0.1637,0.1399,0.1951,0.5944,0.3969,0.0763,0.0152,0.0083
2020-01-29,1532.71,924.44,452.28,116.99,14135.17,6328.61,7806.57,3657.15,270.26,162.16,136.6,0.7418,0.1637,0.1389,0.1951,0.5944,0.3969,0.0763,0.015,0.0083
2020-01-30,1533.03,924.64,452.37,117.01,14193.68,6270.1,7923.58,3819.34,270.32,162.19,136.6,0.7418,0.1637,0.1365,0.1951,0.5944,0.3969,0.0763,0.0148,0.0082
2020-01-31,1534.48,925.51,452.8,117.12,14252.24,6211.54,8040.7,3981.68,270.57,162.34,136.6,0.7418,0.1637,0.1369,0.1951,0.5944,0.3969,0.0763,0.0146,0.0082
2020-02-03,1529.8,922.69,451.42,116.77,14310.63,6153.15,8157.47,4143.53,269.75,161.85,136.6,0.7418,0.1637,0.1351,0.1951,0.5944,0.3969,0.0763,0.0143,0.0082
2020-02-04,1528.71,922.03,451.1,116.68,14368.97,6094.81,8274.16,4305.27,269.56,161.73,136.6,0.7418,0.1637,0.133,0.1951,0.5944,0.3969,0.0763,0.0141,0.0081
2020-02-05,1529.66,922.61,451.38,116.76,14427.35,6036.43,8390.91,4467.1,269.72,161.83,136.6,0.7418,0.1637,0.1344,0.1951,0.5944,0.3969,0.0763,0.0139,0.0081
2020-02-06,1527.44,921.27,450.72,116.59,14485.64,5978.14,8507.5,4628.7,269.33,161.6,136.6,0.7418,0.1637,0.1349,0.1951,0.5944,0.3969,0.0763,0.0137,0.008
2020-02-07,1523.23,918.73,449.48,116.27,14543.77,5920.01,8623.77,4789.85,268.59,161.15,136.6,0.7418,0.1637,0.137,0.1951,0.5944,0.3969,0.0763,0.0135,0.008
2020-02-10,1522.85,918.5,449.37,116.24,14601.89,5861.89,8740,4950.97,268.52,161.11,136.6,0.7418,0.1637,0.135,0.1951,0.5944,0.3969,0.0763,0.0133,0.008
2020-02-11,1523.23,918.72,449.48,116.27,14660.02,5803.76,8856.27,5112.12,268.59,161.15,136.6,0.7418,0.1637,0.1358,0.1951,0.5944,0.3969,0.0763,0.0131,0.0079
2020-02-12,1524.03,919.21,449.72,116.33,14718.19,5745.59,8972.59,5273.36,268.73,161.24,136.6,0.7418,0.1637,0.1351,0.1951,0.5944,0.3969,0.0763,0.013,0.0079
2020-02-13,1517.17,915.07,447.69,115.8,14776.09,5687.69,9088.4,5433.87,267.52,160.51,136.6,0.7418,0.1637,0.1344,0.1951,0.5944,0.3969,0.0763,0.0127,0.0078
2020-02-14,1517.43,915.23,447.77,115.82,14834,5629.78,9204.22,5594.41,267.57,160.54,136.6,0.7418,0.1637,0.1323,0.1951,0.5944,0.3969,0.0763,0.0126,0.0078
2020-02-17,1519.24,916.32,448.3,115.96,14891.98,5571.8,9320.18,5755.14,267.88,160.73,136.6,0.7418,0.1637,0.1351,0.1951,0.5944,0.3969,0.0763,0.0124,0.0078
2020-02-18,1516.96,914.95,447.63,115.79,14949.87,5513.9,9435.97,5915.63,267.48,160.49,136.6,0.7418,0.1637,0.1344,0.1951,0.5944,0.3969,0.0763,0.0123,0.0077
2020-02-19,1518.05,915.6,447.95,115.87,15007.81,5455.97,9551.84,6076.23,267.68,160.61,136.6,0.7418,0.1637,0.1334,0.1951,0.5944,0.3969,0.0763,0.0121,0.0077
2020-02-20,1520.23,916.92,448.6,116.04,15065.83,5397.95,9667.88,6237.07,268.06,160.84,136.6,0.7418,0.1637,0.1339,0.1951,0.5944,0.3969,0.0763,0.012,0.0077
2020-02-21,1515.95,914.34,447.34,115.71,15123.68,5340.1,9783.59,6397.45,267.31,160.38,136.6,0.7418,0.1637,0.1297,0.1951,0.5944,0.3969,0.0763,0.0118,0.0077
2020-02-24,1512.9,912.5,446.44,115.48,15181.42,5282.36,9899.06,6557.51,266.77,160.06,136.6,0.7418,0.1637,0.1322,0.1951,0.5944,0.3969,0.0763,0.0117,0.0076
2020-02-25,1510.88,911.28,445.84,115.32,15239.08,5224.7,10014.39,6717.36,266.41,159.85,136.6,0.7418,0.1637,0.1332,0.1951,0.5944,0.3969,0.0763,0.0115,0.0076
2020-02-26,1508.13,909.62,445.03,115.11,15296.64,5167.14,10129.5,6876.92,265.93,159.56,136.6,0.7418,0.1637,0.1348,0.1951,0.5944,0.3969,0.0763,0.0114,0.0075
2020-02-27,1506.09,908.39,444.42,114.96,15354.12,5109.66,10244.46,7036.26,265.57,159.34,136.6,0.7418,0.1637,0.1354,0.1951,0.5944,0.3969,0.0763,0.0112,0.0075
2020-02-28,1510.7,911.17,445.79,115.31,15411.77,5052.01,10359.77,7196.08,266.38,159.83,136.6,0.7418,0.1637,0.1346,0.1951,0.5944,0.3969,0.0763,0.0111,0.0075
