Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-01-02,4630.88,2277.2,728.75,1218.69,19824.01,5135,14689.01,2588.33,1681.78,1009.07,103.57,0.696,0.2624,0.1481,0.0574,0.5588,0.5083,0.2632,0.083,0.0615
2020-01-03,4642.98,2221.85,730.66,1267.85,20457.94,4501.07,15956.87,3627.62,1732.15,1039.29,103.57,0.696,0.2624,0.1488,0.0574,0.5588,0.5215,0.2731,0.0795,0.062
2020-01-06,4659,2179.27,733.18,1309.91,21112.89,3846.11,17266.78,4693.11,1775.81,1065.49,103.57,0.696,0.2624,0.1483,0.0574,0.5588,0.5322,0.2812,0.0759,0.062
2020-01-07,4657.99,2129.48,733.02,1346.62,21786.2,3172.8,18613.4,5780.56,1812.42,1087.45,103.57,0.696,0.2624,0.1463,0.0574,0.5588,0.5428,0.2891,0.0723,0.0618
2020-01-08,4654.85,2086.66,732.53,1376.75,22474.58,2484.43,19990.15,6885.89,1842.23,1105.34,103.57,0.696,0.2624,0.1457,0.0574,0.5588,0.5517,0.2958,0.0689,0.0613
2020-01-09,4646.85,2048.83,731.27,1400.06,23174.61,1784.4,21390.21,8004.74,1864.74,1118.85,103.57,0.696,0.2624,0.142,0.0574,0.5588,0.5591,0.3013,0.0655,0.0604
2020-01-10,4652.83,2023.12,732.21,1423.13,23886.17,1072.84,22813.33,9137.79,1888.41,1133.05,103.57,0.696,0.2624,0.1398,0.0574,0.5588,0.5652,0.3059,0.0624,0.0596
2020-01-13,4661.98,2001.42,733.65,1445.18,24608.76,350.24,24258.52,10284.62,1911.38,1146.83,103.57,0.696,0.2624,0.1431,0.0574,0.5588,0.5707,0.31,0.0596,0.0587
2020-01-14,4641.83,1974.79,730.48,1452.42,25334.97,-375.96,25710.94,11434.58,1916.6,1149.96,103.57,0.696,0.2624,0.1435,0.0574,0.5588,0.5746,0.3129,0.0565,0.0573
2020-01-15,4626.64,1953.81,728.09,1458.56,26064.25,-1105.24,27169.49,12587.31,1921.22,1152.73,103.57,0.696,0.2624,0.1413,0.0574,0.5588,0.5777,0.3153,0.0537,0.056
2020-01-16,4623.73,1939.3,727.63,1467.6,26798.05,-1839.04,28637.09,13745.29,1929.98,1157.99,103.57,0.696,0.2624,0.142,0.0574,0.5588,0.5806,0.3174,0.0512,0.0548
2020-01-17,4622.73,1928,727.47,1475.45,27535.77,-2576.77,30112.54,14907.93,1937.72,1162.63,103.57,0.696,0.2624,0.1412,0.0574,0.5588,0.5829,0.3192,0.049,0.0536
2020-01-20,4617.48,1916.34,726.65,1480.87,28276.21,-3317.2,31593.41,16073.5,1942.62,1165.57,103.57,0.696,0.2624,0.1411,0.0574,0.5588,0.585,0.3207,0.0469,0.0524
2020-01-21,4609.43,1905.27,725.38,1484.08,29018.25,-4059.24,33077.49,17240.51,1945.03,1167.02,103.57,0.696,0.2624,0.1443,0.0574,0.5588,0.5867,0.322,0.0449,0.0511
2020-01-22,4612.33,1900.35,725.84,1489.61,29763.06,-4804.05,34567.11,18411.02,1950.85,1170.51,103.57,0.696,0.2624,0.1436,0.0574,0.5588,0.588,0.323,0.0431,0.05
2020-01-23,4609.87,1895.12,725.45,1491.98,30509.05,-5550.04,36059.08,19582.8,1952.96,1171.78,103.57,0.696,0.2624,0.146,0.0574,0.5588,0.5889,0.3236,0.0414,0.0489
2020-01-24,4600.42,1887.3,723.96,1491.87,31254.98,-6295.98,37550.96,20753.95,1951.91,1171.15,103.57,0.696,0.2624,0.1467,0.0574,0.5588,0.5898,0.3243,0.0397,0.0477
2020-01-27,4608.04,1887.1,725.16,1496.84,32003.4,-7044.39,39047.79,21928.53,1957.64,1174.58,103.57,0.696,0.2624,0.1474,0.0574,0.5588,0.5905,0.3248,0.0383,0.0468
2020-01-28,4607.23,1884.16,725.03,1498.53,32752.66,-7793.66,40546.32,23104.08,1959.25,1175.55,103.57,0.696,0.2624,0.1495,0.0574,0.5588,0.591,0.3253,0.037,0.0458
2020-01-29,4613.1,1884.48,725.96,1502,33503.66,-8544.66,42048.32,24282.07,1963.31,1177.98,103.57,0.696,0.2624,0.1519,0.0574,0.5588,0.5915,0.3256,0.0357,0.0448
